	Group	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly	Kingdom	Phylum	Class	Order	Family	Genus
seq355	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq358	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas
seq359	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq360	Bin 44	0.0	0.0	0.0	0.60463213865739562	0.27618998926325478	0.0	0.0	0.11917787207934967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	
seq361	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq362	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales		
seq363	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella
seq364	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia				
seq365	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas
seq367	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq368	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas
seq369	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq370	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq371	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq372	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq373	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq375	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
seq376	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria			
seq377	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq379	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas
seq381	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq383	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Lishizhenia
seq384	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq385	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta
seq386	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Streptophyta
seq387	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq388	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq389	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq390	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta
seq391	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq392	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq393	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq394	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Streptophyta
seq395	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq396	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq397	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Chlorophyta
seq398	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq399	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta
seq400	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Chlorophyta
Bin 79	Bin 79	0.31541983157884051	0.31686220037841129	0.31091947353128269	0.036970522658045908	0.019827971853419647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq113	Bin 79	0.11312428405235707	0.12720979801996574	0.42458335183287266	0.0	0.086489201299288859	0.17343723125268537	0.075156133542830322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq114	Bin 79	0.14331130939805117	0.40288879782136949	0.35858847113451764	0.0	0.0	0.0	0.09521142164606157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	
seq18	Bin 79	0.47078340293101439	0.28234791895629191	0.11779775190221919	0.0	0.023995838350452055	0.024059487789047419	0.020851556083841098	0.0	0.028886709861372224	0.0	0.031277334125761648	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	
seq80	Bin 79	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq81	Bin 79	0.15711228516473508	0.10600494259752942	0.35380870451383195	0.0	0.0	0.048175544204359079	0.062628207465666802	0.062199247140559494	0.028920669052616838	0.077285873042737763	0.0	0.040360400366763048	0.063504126451200599	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
Bin 46	Bin 46	0.0	0.0	0.0	0.23555588765840646	0.14212457848643403	0.22042469348590468	0.093908745153758216	0.1993791197359942	0.096380027920962341	0.012226947558540173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq111	Bin 46	0.17405116935370657	0.0	0.0	0.0	0.19960630136198887	0.20013576104729919	0.23126799054354572	0.11484198160552783	0.08009679608793184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq341	Bin 46	0.0	0.0	0.0	0.45642291740834179	0.0	0.41808500657386571	0.0	0.0	0.1254920760177925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Lishizhenia
seq350	Bin 46	0.0	0.0	0.0	0.12830609201448959	0.087913433417335457	0.17629325109683183	0.076393742141960472	0.53109348132938272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niabella
seq47	Bin 46	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq87	Bin 46	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
Bin 57	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059809766851415265	0.28912089724935142	0.26286192858118157	0.095888367399247859	0.078174999037317838	0.10474933864406286	0.10939470223742317	0.0	0.0	0.0	Bacteria					
seq1104	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35702909094039764	0.17359000628481402	0.0	0.23469045138739425	0.23469045138739425	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq186	Bin 57	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 57	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq541	Bin 57	0.0	0.0	0.0	0.0	0.0	0.046690800177725963	0.16186144061611668	0.080376400305948351	0.11211739915288338	0.074903964540436976	0.12139608046208751	0.15646605926224613	0.0	0.24618785548255509	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq569	Bin 57	0.0	0.0	0.0	0.0	0.0	0.01108714643893542	0.096088602470773637	0.25766224566649232	0.13977219483606962	0.053359840946536001	0.11530632296492838	0.09288564905508119	0.14614874851323964	0.08768924910794379	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq645	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.085672237651565328	0.3403417660130677	0.41540121600161845	0.15858478033374859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter
seq649	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.048557028852746285	0.19289778585337564	0.16144438892441756	0.12583502370775526	0.18937241252571049	0.07510153795891425	0.059083377764880096	0.14770844441220024	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq669	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq793	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03370905724744986	0.11755228562406879	0.31413972498687315	0.0	0.32810149054184534	0.1032487207998814	0.1032487207998814	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	
seq826	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064111321716894556	0.13414375276433033	0.35847777334467845	0.19366040628965389	0.24960674588444279	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq828	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10317083107956387	0.50369708294576887	0.19229286813978289	0.0	0.20083921783488434	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq846	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043749283434172677	0.12205214104565372	0.24462365290426766	0.066076503945405637	0.25549581525556847	0.26800260341493193	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq848	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084272860040152692	0.11755258820887542	0.31414053359648408	0.19092161740131144	0.16405116754483057	0.12906123320834573	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq912	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq923	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13513521242105306	0.43335274927874717	0.0	0.07543547857815229	0.11869218657401584	0.23738437314803168	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq934	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11167283840530987	0.3979037873392034	0.0	0.0	0.32694891617032446	0.16347445808516223	0.0	0.0	0.0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
seq952	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20942872582928107	0.46638737525102308	0.22676075831170434	0.097423140607991482	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq958	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22889164054770161	0.076459548012742878	0.12391719850341086	0.3194310005865702	0.12565030617478723	0.12565030617478723	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq969	Bin 57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080975915546098065	0.21639521260829611	0.14028379300124025	0.13560766656786558	0.14224580409216667	0.28449160818433333	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
Bin 34	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47201217463726264	0.13783835632686786	0.14127219011572864	0.1290650521759357	0.11981222674420504	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq1104	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35702909094039764	0.17359000628481402	0.0	0.23469045138739425	0.23469045138739425	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq1129	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55238095238095242	0.44761904761904764	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq669	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq793	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03370905724744986	0.11755228562406879	0.31413972498687315	0.0	0.32810149054184534	0.1032487207998814	0.1032487207998814	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	
seq826	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064111321716894556	0.13414375276433033	0.35847777334467845	0.19366040628965389	0.24960674588444279	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq846	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043749283434172677	0.12205214104565372	0.24462365290426766	0.066076503945405637	0.25549581525556847	0.26800260341493193	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq923	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13513521242105306	0.43335274927874717	0.0	0.07543547857815229	0.11869218657401584	0.23738437314803168	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq952	Bin 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20942872582928107	0.46638737525102308	0.22676075831170434	0.097423140607991482	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 9	Bin 9	0.16805811368812304	0.013287280190006199	0.010667518563891502	0.069764383928975007	0.067348661978001531	0.44765479687758974	0.17800238077026051	0.018895981375737458	0.0	0.0057939912076606388	0.0	0.0074094587069394174	0.0062051159963230273	0.0069123167164921962	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq136	Bin 9	0.24604573668171656	0.0	0.0	0.0	0.18811433307147113	0.56583993024681234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales		
seq366	Bin 9	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq415	Bin 9	0.0	0.0	0.0	0.0	0.25851023858726285	0.51839188427578442	0.0	0.22309787713695287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq630	Bin 9	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq7	Bin 9	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq80	Bin 9	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq85	Bin 9	0.14198132150795537	0.07982996481672977	0.0	0.15842703442393477	0.05427592846005172	0.16325968932015558	0.094327820496089884	0.093681739533787903	0.0	0.0	0.070745865372067424	0.0	0.14347063606922764	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria			
seq90	Bin 9	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 56	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009998029917448371	0.19603387965027164	0.24292750130454352	0.24091787437217793	0.31012271475555847	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq1175	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10974673829623943	0.0	0.33384497313891021	0.55640828856485036	0.0	0.0	0.0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	
seq1219	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11207482104603166	0.43335597471132242	0.0	0.45456920424264591	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq1262	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38858695652173914	0.0	0.61141304347826086	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq843	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028621956926266717	0.019962447665135066	0.10669291177621125	0.0	0.055717409483132543	0.350669010733002	0.43833626341625254	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq848	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084272860040152692	0.11755258820887542	0.31414053359648408	0.19092161740131144	0.16405116754483057	0.12906123320834573	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq912	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq997	Bin 56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049207592042047436	0.0	0.10655988897381306	0.41203157069874385	0.43220094828539563	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
Bin 47	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033267360245472624	0.32162937759590521	0.32641995384155581	0.080002473581257422	0.078268429818905041	0.087395441436951202	0.07301696347995279	0.0	0.0	0.0	Bacteria					
seq1025	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27230590961761297	0.72769409038238697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq1104	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35702909094039764	0.17359000628481402	0.0	0.23469045138739425	0.23469045138739425	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq186	Bin 47	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq380	Bin 47	0.0	0.0	0.0	0.18200074671639893	0.0	0.12503499575476743	0.21672732597493022	0.0	0.075060817515202757	0.40117611403870063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq465	Bin 47	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq541	Bin 47	0.0	0.0	0.0	0.0	0.0	0.046690800177725963	0.16186144061611668	0.080376400305948351	0.11211739915288338	0.074903964540436976	0.12139608046208751	0.15646605926224613	0.0	0.24618785548255509	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
