Bin	ProteinID	Annotation
unbinned	IJDLJFPM_16160	fe_red_geobacter
unbinned	IJDLJFPM_16442	fe_red_geobacter
unbinned	IJDLJFPM_16515	fe_red_geobacter
unbinned	IJDLJFPM_16546	fe_red_geobacter
unbinned	IJDLJFPM_16648	fe_red_geobacter
unbinned	IJDLJFPM_16711	fe_red_geobacter
unbinned	IJDLJFPM_16786	fe_red_geobacter
unbinned	IJDLJFPM_16793	fe_red_geobacter
unbinned	IJDLJFPM_16830	fe_red_geobacter
unbinned	IJDLJFPM_16861	fe_red_geobacter
unbinned	IJDLJFPM_16863	fe_red_geobacter
unbinned	IJDLJFPM_16990	fe_red_geobacter
unbinned	IJDLJFPM_17028	fe_red_geobacter
unbinned	IJDLJFPM_17082	fe_red_geobacter
unbinned	IJDLJFPM_17148	fe_red_geobacter
unbinned	IJDLJFPM_17184	fe_red_geobacter
unbinned	IJDLJFPM_17359	fe_red_geobacter
unbinned	IJDLJFPM_17821	fe_red_geobacter
unbinned	IJDLJFPM_18164	fe_red_geobacter
unbinned	IJDLJFPM_18358	fe_red_geobacter
unbinned	IJDLJFPM_18494	fe_red_geobacter
unbinned	IJDLJFPM_18497	fe_red_geobacter
unbinned	IJDLJFPM_18646	fe_red_geobacter
unbinned	IJDLJFPM_19087	fe_red_geobacter
unbinned	IJDLJFPM_19479	fe_red_geobacter
unbinned	IJDLJFPM_19801	fe_red_geobacter
unbinned	IJDLJFPM_19978	fe_red_geobacter
unbinned	IJDLJFPM_20163	fe_red_geobacter
unbinned	IJDLJFPM_20220	fe_red_geobacter
unbinned	IJDLJFPM_20281	fe_red_geobacter
unbinned	IJDLJFPM_20284	fe_red_geobacter
unbinned	IJDLJFPM_20679	fe_red_geobacter
unbinned	IJDLJFPM_20843	fe_red_geobacter
unbinned	IJDLJFPM_20886	fe_red_geobacter
unbinned	IJDLJFPM_21030	fe_red_geobacter
unbinned	IJDLJFPM_21769	fe_red_geobacter
unbinned	IJDLJFPM_21802	fe_red_geobacter
unbinned	IJDLJFPM_22078	fe_red_geobacter
unbinned	IJDLJFPM_22163	fe_red_geobacter
unbinned	IJDLJFPM_22274	fe_red_geobacter
unbinned	IJDLJFPM_22306	fe_red_geobacter
unbinned	IJDLJFPM_22522	fe_red_geobacter
unbinned	IJDLJFPM_22525	fe_red_geobacter
unbinned	IJDLJFPM_22533	fe_red_geobacter
unbinned	IJDLJFPM_22534	fe_red_geobacter
unbinned	IJDLJFPM_22597	fe_red_geobacter
unbinned	IJDLJFPM_22637	fe_red_geobacter
unbinned	IJDLJFPM_22656	fe_red_geobacter
unbinned	IJDLJFPM_22668	fe_red_geobacter
unbinned	IJDLJFPM_22743	fe_red_geobacter
unbinned	IJDLJFPM_22759	fe_red_geobacter
unbinned	IJDLJFPM_22762	fe_red_geobacter
unbinned	IJDLJFPM_22874	fe_red_geobacter
unbinned	IJDLJFPM_23041	fe_red_geobacter
unbinned	IJDLJFPM_23047	fe_red_geobacter
unbinned	IJDLJFPM_23113	fe_red_geobacter
unbinned	IJDLJFPM_23197	fe_red_geobacter
unbinned	IJDLJFPM_23221	fe_red_geobacter
unbinned	IJDLJFPM_23401	fe_red_geobacter
unbinned	IJDLJFPM_23402	fe_red_geobacter
unbinned	IJDLJFPM_23569	fe_red_geobacter
unbinned	IJDLJFPM_23657	fe_red_geobacter
unbinned	IJDLJFPM_23708	fe_red_geobacter
unbinned	IJDLJFPM_23796	fe_red_geobacter
unbinned	IJDLJFPM_23839	fe_red_geobacter
unbinned	IJDLJFPM_23843	fe_red_geobacter
unbinned	IJDLJFPM_24012	fe_red_geobacter
unbinned	IJDLJFPM_24319	fe_red_geobacter
unbinned	IJDLJFPM_24385	fe_red_geobacter
unbinned	IJDLJFPM_24575	fe_red_geobacter
unbinned	IJDLJFPM_24588	fe_red_geobacter
unbinned	IJDLJFPM_24852	fe_red_geobacter
unbinned	IJDLJFPM_24892	fe_red_geobacter
unbinned	IJDLJFPM_24894	fe_red_geobacter
unbinned	IJDLJFPM_25286	fe_red_geobacter
unbinned	IJDLJFPM_25396	fe_red_geobacter
unbinned	IJDLJFPM_26237	fe_red_geobacter
unbinned	IJDLJFPM_26240	fe_red_geobacter
unbinned	IJDLJFPM_26245	fe_red_geobacter
unbinned	IJDLJFPM_26282	fe_red_geobacter
unbinned	IJDLJFPM_26298	fe_red_geobacter
unbinned	IJDLJFPM_26484	fe_red_geobacter
unbinned	IJDLJFPM_26635	fe_red_geobacter
unbinned	IJDLJFPM_26689	fe_red_geobacter
unbinned	IJDLJFPM_26693	fe_red_geobacter
unbinned	IJDLJFPM_26715	fe_red_geobacter
unbinned	IJDLJFPM_26964	fe_red_geobacter
unbinned	IJDLJFPM_27142	fe_red_geobacter
unbinned	IJDLJFPM_27355	fe_red_geobacter
unbinned	IJDLJFPM_27629	fe_red_geobacter
unbinned	IJDLJFPM_27729	fe_red_geobacter
unbinned	IJDLJFPM_27914	fe_red_geobacter
unbinned	IJDLJFPM_28021	fe_red_geobacter
unbinned	IJDLJFPM_28054	fe_red_geobacter
unbinned	IJDLJFPM_28187	fe_red_geobacter
unbinned	IJDLJFPM_28203	fe_red_geobacter
unbinned	IJDLJFPM_28480	fe_red_geobacter
unbinned	IJDLJFPM_28565	fe_red_geobacter
unbinned	IJDLJFPM_28566	fe_red_geobacter
unbinned	IJDLJFPM_28584	fe_red_geobacter
unbinned	IJDLJFPM_28751	fe_red_geobacter
unbinned	IJDLJFPM_28753	fe_red_geobacter
unbinned	IJDLJFPM_28953	fe_red_geobacter
unbinned	IJDLJFPM_28977	fe_red_geobacter
unbinned	IJDLJFPM_29126	fe_red_geobacter
unbinned	IJDLJFPM_29129	fe_red_geobacter
unbinned	IJDLJFPM_29161	fe_red_geobacter
unbinned	IJDLJFPM_29180	fe_red_geobacter
unbinned	IJDLJFPM_29223	fe_red_geobacter
unbinned	IJDLJFPM_29227	fe_red_geobacter
unbinned	IJDLJFPM_29323	fe_red_geobacter
unbinned	IJDLJFPM_29371	fe_red_geobacter
unbinned	IJDLJFPM_29427	fe_red_geobacter
unbinned	IJDLJFPM_29546	fe_red_geobacter
unbinned	IJDLJFPM_29592	fe_red_geobacter
unbinned	IJDLJFPM_29815	fe_red_geobacter
unbinned	IJDLJFPM_29941	fe_red_geobacter
unbinned	IJDLJFPM_30276	fe_red_geobacter
unbinned	IJDLJFPM_30364	fe_red_geobacter
unbinned	IJDLJFPM_30473	fe_red_geobacter
unbinned	IJDLJFPM_30475	fe_red_geobacter
unbinned	IJDLJFPM_30476	fe_red_geobacter
unbinned	IJDLJFPM_30516	fe_red_geobacter
unbinned	IJDLJFPM_30537	fe_red_geobacter
unbinned	IJDLJFPM_30550	fe_red_geobacter
unbinned	IJDLJFPM_30592	fe_red_geobacter
unbinned	IJDLJFPM_30641	fe_red_geobacter
unbinned	IJDLJFPM_30651	fe_red_geobacter
unbinned	IJDLJFPM_30733	fe_red_geobacter
unbinned	IJDLJFPM_30806	fe_red_geobacter
unbinned	IJDLJFPM_30825	fe_red_geobacter
unbinned	IJDLJFPM_30934	fe_red_geobacter
unbinned	IJDLJFPM_31180	fe_red_geobacter
unbinned	IJDLJFPM_31320	fe_red_geobacter
unbinned	IJDLJFPM_31363	fe_red_geobacter
unbinned	IJDLJFPM_31371	fe_red_geobacter
unbinned	IJDLJFPM_31734	fe_red_geobacter
unbinned	IJDLJFPM_31913	fe_red_geobacter
unbinned	IJDLJFPM_32033	fe_red_geobacter
unbinned	IJDLJFPM_32156	fe_red_geobacter
unbinned	IJDLJFPM_32297	fe_red_geobacter
unbinned	IJDLJFPM_32513	fe_red_geobacter
unbinned	IJDLJFPM_32603	fe_red_geobacter
unbinned	IJDLJFPM_32768	fe_red_geobacter
unbinned	IJDLJFPM_32838	fe_red_geobacter
unbinned	IJDLJFPM_32905	fe_red_geobacter
unbinned	IJDLJFPM_32949	fe_red_geobacter
unbinned	IJDLJFPM_32962	fe_red_geobacter
unbinned	IJDLJFPM_33035	fe_red_geobacter
unbinned	IJDLJFPM_33047	fe_red_geobacter
unbinned	IJDLJFPM_33073	fe_red_geobacter
unbinned	IJDLJFPM_33140	fe_red_geobacter
unbinned	IJDLJFPM_33239	fe_red_geobacter
unbinned	IJDLJFPM_33405	fe_red_geobacter
unbinned	IJDLJFPM_33928	fe_red_geobacter
unbinned	IJDLJFPM_34078	fe_red_geobacter
unbinned	IJDLJFPM_34274	fe_red_geobacter
unbinned	IJDLJFPM_34559	fe_red_geobacter
unbinned	IJDLJFPM_34610	fe_red_geobacter
unbinned	IJDLJFPM_34815	fe_red_geobacter
unbinned	IJDLJFPM_34831	fe_red_geobacter
unbinned	IJDLJFPM_34865	fe_red_geobacter
unbinned	IJDLJFPM_34984	fe_red_geobacter
unbinned	IJDLJFPM_35038	fe_red_geobacter
unbinned	IJDLJFPM_35042	fe_red_geobacter
unbinned	IJDLJFPM_35229	fe_red_geobacter
unbinned	IJDLJFPM_35411	fe_red_geobacter
unbinned	IJDLJFPM_35426	fe_red_geobacter
unbinned	IJDLJFPM_35598	fe_red_geobacter
unbinned	IJDLJFPM_35600	fe_red_geobacter
unbinned	IJDLJFPM_35773	fe_red_geobacter
unbinned	IJDLJFPM_36017	fe_red_geobacter
unbinned	IJDLJFPM_36022	fe_red_geobacter
unbinned	IJDLJFPM_36479	fe_red_geobacter
unbinned	IJDLJFPM_36568	fe_red_geobacter
unbinned	IJDLJFPM_36631	fe_red_geobacter
unbinned	IJDLJFPM_36680	fe_red_geobacter
unbinned	IJDLJFPM_36951	fe_red_geobacter
unbinned	IJDLJFPM_37033	fe_red_geobacter
unbinned	IJDLJFPM_37207	fe_red_geobacter
unbinned	IJDLJFPM_37493	fe_red_geobacter
unbinned	IJDLJFPM_37549	fe_red_geobacter
unbinned	IJDLJFPM_37642	fe_red_geobacter
unbinned	IJDLJFPM_37827	fe_red_geobacter
unbinned	IJDLJFPM_38016	fe_red_geobacter
unbinned	IJDLJFPM_38422	fe_red_geobacter
unbinned	IJDLJFPM_38488	fe_red_geobacter
unbinned	IJDLJFPM_38541	fe_red_geobacter
unbinned	IJDLJFPM_38546	fe_red_geobacter
unbinned	IJDLJFPM_38569	fe_red_geobacter
unbinned	IJDLJFPM_38601	fe_red_geobacter
unbinned	IJDLJFPM_39024	fe_red_geobacter
unbinned	IJDLJFPM_39032	fe_red_geobacter
unbinned	IJDLJFPM_39033	fe_red_geobacter
unbinned	IJDLJFPM_39606	fe_red_geobacter
unbinned	IJDLJFPM_39608	fe_red_geobacter
unbinned	IJDLJFPM_39633	fe_red_geobacter
unbinned	IJDLJFPM_39665	fe_red_geobacter
unbinned	IJDLJFPM_39675	fe_red_geobacter
unbinned	IJDLJFPM_39907	fe_red_geobacter
unbinned	IJDLJFPM_40069	fe_red_geobacter
unbinned	IJDLJFPM_40111	fe_red_geobacter
unbinned	IJDLJFPM_40157	fe_red_geobacter
unbinned	IJDLJFPM_40297	fe_red_geobacter
unbinned	IJDLJFPM_40467	fe_red_geobacter
unbinned	IJDLJFPM_40556	fe_red_geobacter
unbinned	IJDLJFPM_40557	fe_red_geobacter
unbinned	IJDLJFPM_40633	fe_red_geobacter
unbinned	IJDLJFPM_40683	fe_red_geobacter
unbinned	IJDLJFPM_40889	fe_red_geobacter
unbinned	IJDLJFPM_40890	fe_red_geobacter
unbinned	IJDLJFPM_40901	fe_red_geobacter
unbinned	IJDLJFPM_41087	fe_red_geobacter
unbinned	IJDLJFPM_41166	fe_red_geobacter
unbinned	IJDLJFPM_41585	fe_red_geobacter
unbinned	IJDLJFPM_41800	fe_red_geobacter
unbinned	IJDLJFPM_41817	fe_red_geobacter
unbinned	IJDLJFPM_41923	fe_red_geobacter
unbinned	IJDLJFPM_42132	fe_red_geobacter
unbinned	IJDLJFPM_42152	fe_red_geobacter
unbinned	IJDLJFPM_42256	fe_red_geobacter
unbinned	IJDLJFPM_42380	fe_red_geobacter
unbinned	IJDLJFPM_42497	fe_red_geobacter
unbinned	IJDLJFPM_42710	fe_red_geobacter
unbinned	IJDLJFPM_42714	fe_red_geobacter
unbinned	IJDLJFPM_42785	fe_red_geobacter
unbinned	IJDLJFPM_42786	fe_red_geobacter
unbinned	IJDLJFPM_42800	fe_red_geobacter
unbinned	IJDLJFPM_43453	fe_red_geobacter
unbinned	IJDLJFPM_43565	fe_red_geobacter
unbinned	IJDLJFPM_43836	fe_red_geobacter
unbinned	IJDLJFPM_43905	fe_red_geobacter
unbinned	IJDLJFPM_44035	fe_red_geobacter
unbinned	IJDLJFPM_44122	fe_red_geobacter
unbinned	IJDLJFPM_44160	fe_red_geobacter
unbinned	IJDLJFPM_44219	fe_red_geobacter
unbinned	IJDLJFPM_44228	fe_red_geobacter
unbinned	IJDLJFPM_44253	fe_red_geobacter
unbinned	IJDLJFPM_44326	fe_red_geobacter
unbinned	IJDLJFPM_44405	fe_red_geobacter
unbinned	IJDLJFPM_44429	fe_red_geobacter
unbinned	IJDLJFPM_44514	fe_red_geobacter
unbinned	IJDLJFPM_44605	fe_red_geobacter
unbinned	IJDLJFPM_44807	fe_red_geobacter
unbinned	IJDLJFPM_44840	fe_red_geobacter
unbinned	IJDLJFPM_44927	fe_red_geobacter
unbinned	IJDLJFPM_44945	fe_red_geobacter
unbinned	IJDLJFPM_45315	fe_red_geobacter
unbinned	IJDLJFPM_45703	fe_red_geobacter
unbinned	IJDLJFPM_45972	fe_red_geobacter
unbinned	IJDLJFPM_46136	fe_red_geobacter
unbinned	IJDLJFPM_46279	fe_red_geobacter
unbinned	IJDLJFPM_46303	fe_red_geobacter
unbinned	IJDLJFPM_46429	fe_red_geobacter
unbinned	IJDLJFPM_46597	fe_red_geobacter
unbinned	IJDLJFPM_46832	fe_red_geobacter
unbinned	IJDLJFPM_47051	fe_red_geobacter
unbinned	IJDLJFPM_47228	fe_red_geobacter
unbinned	IJDLJFPM_47478	fe_red_geobacter
unbinned	IJDLJFPM_47547	fe_red_geobacter
unbinned	IJDLJFPM_47573	fe_red_geobacter
unbinned	IJDLJFPM_47604	fe_red_geobacter
unbinned	IJDLJFPM_47670	fe_red_geobacter
unbinned	IJDLJFPM_47838	fe_red_geobacter
unbinned	IJDLJFPM_47871	fe_red_geobacter
unbinned	IJDLJFPM_47919	fe_red_geobacter
unbinned	IJDLJFPM_47954	fe_red_geobacter
unbinned	IJDLJFPM_48016	fe_red_geobacter
unbinned	IJDLJFPM_48077	fe_red_geobacter
unbinned	IJDLJFPM_48589	fe_red_geobacter
unbinned	IJDLJFPM_48608	fe_red_geobacter
unbinned	IJDLJFPM_48621	fe_red_geobacter
unbinned	IJDLJFPM_48709	fe_red_geobacter
unbinned	IJDLJFPM_48711	fe_red_geobacter
unbinned	IJDLJFPM_48743	fe_red_geobacter
unbinned	IJDLJFPM_48752	fe_red_geobacter
unbinned	IJDLJFPM_48753	fe_red_geobacter
unbinned	IJDLJFPM_49067	fe_red_geobacter
unbinned	IJDLJFPM_49118	fe_red_geobacter
unbinned	IJDLJFPM_49164	fe_red_geobacter
unbinned	IJDLJFPM_49230	fe_red_geobacter
unbinned	IJDLJFPM_49325	fe_red_geobacter
unbinned	IJDLJFPM_49446	fe_red_geobacter
unbinned	IJDLJFPM_49447	fe_red_geobacter
unbinned	IJDLJFPM_49448	fe_red_geobacter
unbinned	IJDLJFPM_49464	fe_red_geobacter
unbinned	IJDLJFPM_49470	fe_red_geobacter
unbinned	IJDLJFPM_49498	fe_red_geobacter
unbinned	IJDLJFPM_49515	fe_red_geobacter
unbinned	IJDLJFPM_49552	fe_red_geobacter
unbinned	IJDLJFPM_49697	fe_red_geobacter
unbinned	IJDLJFPM_49799	fe_red_geobacter
unbinned	IJDLJFPM_49810	fe_red_geobacter
unbinned	IJDLJFPM_49878	fe_red_geobacter
unbinned	IJDLJFPM_49955	fe_red_geobacter
unbinned	IJDLJFPM_50619	fe_red_geobacter
unbinned	IJDLJFPM_50758	fe_red_geobacter
unbinned	IJDLJFPM_50775	fe_red_geobacter
unbinned	IJDLJFPM_51033	fe_red_geobacter
unbinned	IJDLJFPM_51058	fe_red_geobacter
unbinned	IJDLJFPM_51160	fe_red_geobacter
unbinned	IJDLJFPM_51373	fe_red_geobacter
unbinned	IJDLJFPM_51518	fe_red_geobacter
unbinned	IJDLJFPM_51536	fe_red_geobacter
unbinned	IJDLJFPM_51667	fe_red_geobacter
unbinned	IJDLJFPM_51808	fe_red_geobacter
unbinned	IJDLJFPM_51895	fe_red_geobacter
unbinned	IJDLJFPM_51936	fe_red_geobacter
unbinned	IJDLJFPM_52115	fe_red_geobacter
unbinned	IJDLJFPM_52652	fe_red_geobacter
unbinned	IJDLJFPM_52681	fe_red_geobacter
unbinned	IJDLJFPM_52682	fe_red_geobacter
unbinned	IJDLJFPM_52892	fe_red_geobacter
unbinned	IJDLJFPM_52930	fe_red_geobacter
unbinned	IJDLJFPM_52934	fe_red_geobacter
unbinned	IJDLJFPM_52939	fe_red_geobacter
unbinned	IJDLJFPM_53007	fe_red_geobacter
unbinned	IJDLJFPM_53617	fe_red_geobacter
unbinned	IJDLJFPM_53642	fe_red_geobacter
unbinned	IJDLJFPM_53652	fe_red_geobacter
unbinned	IJDLJFPM_53795	fe_red_geobacter
unbinned	IJDLJFPM_54049	fe_red_geobacter
unbinned	IJDLJFPM_54275	fe_red_geobacter
unbinned	IJDLJFPM_54324	fe_red_geobacter
unbinned	IJDLJFPM_54626	fe_red_geobacter
unbinned	IJDLJFPM_54654	fe_red_geobacter
unbinned	IJDLJFPM_54661	fe_red_geobacter
unbinned	IJDLJFPM_54696	fe_red_geobacter
unbinned	IJDLJFPM_54720	fe_red_geobacter
unbinned	IJDLJFPM_54763	fe_red_geobacter
unbinned	IJDLJFPM_54822	fe_red_geobacter
unbinned	IJDLJFPM_55050	fe_red_geobacter
unbinned	IJDLJFPM_55130	fe_red_geobacter
unbinned	IJDLJFPM_55471	fe_red_geobacter
unbinned	IJDLJFPM_55947	fe_red_geobacter
unbinned	IJDLJFPM_55980	fe_red_geobacter
unbinned	IJDLJFPM_56011	fe_red_geobacter
unbinned	IJDLJFPM_56243	fe_red_geobacter
unbinned	IJDLJFPM_56640	fe_red_geobacter
unbinned	IJDLJFPM_56760	fe_red_geobacter
unbinned	IJDLJFPM_56820	fe_red_geobacter
unbinned	IJDLJFPM_57004	fe_red_geobacter
unbinned	IJDLJFPM_57026	fe_red_geobacter
unbinned	IJDLJFPM_57327	fe_red_geobacter
unbinned	IJDLJFPM_57422	fe_red_geobacter
unbinned	IJDLJFPM_57729	fe_red_geobacter
unbinned	IJDLJFPM_57908	fe_red_geobacter
unbinned	IJDLJFPM_57936	fe_red_geobacter
unbinned	IJDLJFPM_58163	fe_red_geobacter
unbinned	IJDLJFPM_58524	fe_red_geobacter
unbinned	IJDLJFPM_58578	fe_red_geobacter
unbinned	IJDLJFPM_58581	fe_red_geobacter
unbinned	IJDLJFPM_58728	fe_red_geobacter
unbinned	IJDLJFPM_59356	fe_red_geobacter
unbinned	IJDLJFPM_59379	fe_red_geobacter
unbinned	IJDLJFPM_59402	fe_red_geobacter
unbinned	IJDLJFPM_59494	fe_red_geobacter
unbinned	IJDLJFPM_59736	fe_red_geobacter
unbinned	IJDLJFPM_59980	fe_red_geobacter
unbinned	IJDLJFPM_59992	fe_red_geobacter
unbinned	IJDLJFPM_60317	fe_red_geobacter
unbinned	IJDLJFPM_60682	fe_red_geobacter
unbinned	IJDLJFPM_60745	fe_red_geobacter
unbinned	IJDLJFPM_60952	fe_red_geobacter
unbinned	IJDLJFPM_60994	fe_red_geobacter
unbinned	IJDLJFPM_61481	fe_red_geobacter
unbinned	IJDLJFPM_61485	fe_red_geobacter
unbinned	IJDLJFPM_61718	fe_red_geobacter
unbinned	IJDLJFPM_61777	fe_red_geobacter
unbinned	IJDLJFPM_61830	fe_red_geobacter
unbinned	IJDLJFPM_61833	fe_red_geobacter
unbinned	IJDLJFPM_61990	fe_red_geobacter
unbinned	IJDLJFPM_62008	fe_red_geobacter
unbinned	IJDLJFPM_62287	fe_red_geobacter
unbinned	IJDLJFPM_62574	fe_red_geobacter
unbinned	IJDLJFPM_62785	fe_red_geobacter
unbinned	IJDLJFPM_62788	fe_red_geobacter
unbinned	IJDLJFPM_62849	fe_red_geobacter
unbinned	IJDLJFPM_63218	fe_red_geobacter
unbinned	IJDLJFPM_63640	fe_red_geobacter
unbinned	IJDLJFPM_63735	fe_red_geobacter
unbinned	IJDLJFPM_63821	fe_red_geobacter
unbinned	IJDLJFPM_63842	fe_red_geobacter
unbinned	IJDLJFPM_63919	fe_red_geobacter
unbinned	IJDLJFPM_63998	fe_red_geobacter
unbinned	IJDLJFPM_64649	fe_red_geobacter
unbinned	IJDLJFPM_64845	fe_red_geobacter
unbinned	IJDLJFPM_64854	fe_red_geobacter
unbinned	IJDLJFPM_65111	fe_red_geobacter
unbinned	IJDLJFPM_65381	fe_red_geobacter
unbinned	IJDLJFPM_65393	fe_red_geobacter
unbinned	IJDLJFPM_65555	fe_red_geobacter
unbinned	IJDLJFPM_65733	fe_red_geobacter
unbinned	IJDLJFPM_65774	fe_red_geobacter
unbinned	IJDLJFPM_66256	fe_red_geobacter
unbinned	IJDLJFPM_66304	fe_red_geobacter
unbinned	IJDLJFPM_66322	fe_red_geobacter
unbinned	IJDLJFPM_66323	fe_red_geobacter
unbinned	IJDLJFPM_66384	fe_red_geobacter
unbinned	IJDLJFPM_66417	fe_red_geobacter
unbinned	IJDLJFPM_66564	fe_red_geobacter
unbinned	IJDLJFPM_66689	fe_red_geobacter
unbinned	IJDLJFPM_66744	fe_red_geobacter
unbinned	IJDLJFPM_67009	fe_red_geobacter
unbinned	IJDLJFPM_67010	fe_red_geobacter
unbinned	IJDLJFPM_67100	fe_red_geobacter
unbinned	IJDLJFPM_67128	fe_red_geobacter
unbinned	IJDLJFPM_67275	fe_red_geobacter
unbinned	IJDLJFPM_67278	fe_red_geobacter
unbinned	IJDLJFPM_67405	fe_red_geobacter
unbinned	IJDLJFPM_67913	fe_red_geobacter
unbinned	IJDLJFPM_67964	fe_red_geobacter
unbinned	IJDLJFPM_68001	fe_red_geobacter
unbinned	IJDLJFPM_68201	fe_red_geobacter
unbinned	IJDLJFPM_68287	fe_red_geobacter
unbinned	IJDLJFPM_68288	fe_red_geobacter
unbinned	IJDLJFPM_68289	fe_red_geobacter
unbinned	IJDLJFPM_68332	fe_red_geobacter
unbinned	IJDLJFPM_68446	fe_red_geobacter
unbinned	IJDLJFPM_68519	fe_red_geobacter
unbinned	IJDLJFPM_68699	fe_red_geobacter
unbinned	IJDLJFPM_68740	fe_red_geobacter
unbinned	IJDLJFPM_68961	fe_red_geobacter
unbinned	IJDLJFPM_69089	fe_red_geobacter
unbinned	IJDLJFPM_69192	fe_red_geobacter
unbinned	IJDLJFPM_69262	fe_red_geobacter
unbinned	IJDLJFPM_69453	fe_red_geobacter
unbinned	IJDLJFPM_69521	fe_red_geobacter
unbinned	IJDLJFPM_69544	fe_red_geobacter
unbinned	IJDLJFPM_69709	fe_red_geobacter
unbinned	IJDLJFPM_69749	fe_red_geobacter
unbinned	IJDLJFPM_69777	fe_red_geobacter
unbinned	IJDLJFPM_69860	fe_red_geobacter
unbinned	IJDLJFPM_69887	fe_red_geobacter
unbinned	IJDLJFPM_70232	fe_red_geobacter
unbinned	IJDLJFPM_70270	fe_red_geobacter
unbinned	IJDLJFPM_70282	fe_red_geobacter
unbinned	IJDLJFPM_70394	fe_red_geobacter
unbinned	IJDLJFPM_70531	fe_red_geobacter
unbinned	IJDLJFPM_70674	fe_red_geobacter
unbinned	IJDLJFPM_71031	fe_red_geobacter
unbinned	IJDLJFPM_71062	fe_red_geobacter
unbinned	IJDLJFPM_71096	fe_red_geobacter
unbinned	IJDLJFPM_71262	fe_red_geobacter
unbinned	IJDLJFPM_71311	fe_red_geobacter
unbinned	IJDLJFPM_71368	fe_red_geobacter
unbinned	IJDLJFPM_71495	fe_red_geobacter
unbinned	IJDLJFPM_71830	fe_red_geobacter
unbinned	IJDLJFPM_72128	fe_red_geobacter
unbinned	IJDLJFPM_72486	fe_red_geobacter
unbinned	IJDLJFPM_72583	fe_red_geobacter
unbinned	IJDLJFPM_72682	fe_red_geobacter
unbinned	IJDLJFPM_72750	fe_red_geobacter
unbinned	IJDLJFPM_72764	fe_red_geobacter
unbinned	IJDLJFPM_72918	fe_red_geobacter
unbinned	IJDLJFPM_72923	fe_red_geobacter
unbinned	IJDLJFPM_73216	fe_red_geobacter
unbinned	IJDLJFPM_73340	fe_red_geobacter
unbinned	IJDLJFPM_73483	fe_red_geobacter
unbinned	IJDLJFPM_73546	fe_red_geobacter
unbinned	IJDLJFPM_74090	fe_red_geobacter
unbinned	IJDLJFPM_74154	fe_red_geobacter
unbinned	IJDLJFPM_74247	fe_red_geobacter
unbinned	IJDLJFPM_74299	fe_red_geobacter
unbinned	IJDLJFPM_74300	fe_red_geobacter
unbinned	IJDLJFPM_74384	fe_red_geobacter
unbinned	IJDLJFPM_74429	fe_red_geobacter
unbinned	IJDLJFPM_74881	fe_red_geobacter
unbinned	IJDLJFPM_74963	fe_red_geobacter
unbinned	IJDLJFPM_75030	fe_red_geobacter
unbinned	IJDLJFPM_75122	fe_red_geobacter
unbinned	IJDLJFPM_75302	fe_red_geobacter
unbinned	IJDLJFPM_75491	fe_red_geobacter
unbinned	IJDLJFPM_75598	fe_red_geobacter
unbinned	IJDLJFPM_76213	fe_red_geobacter
unbinned	IJDLJFPM_76378	fe_red_geobacter
unbinned	IJDLJFPM_76390	fe_red_geobacter
unbinned	IJDLJFPM_76604	fe_red_geobacter
unbinned	IJDLJFPM_76743	fe_red_geobacter
unbinned	IJDLJFPM_76812	fe_red_geobacter
unbinned	IJDLJFPM_76971	fe_red_geobacter
unbinned	IJDLJFPM_77478	fe_red_geobacter
unbinned	IJDLJFPM_77529	fe_red_geobacter
unbinned	IJDLJFPM_77733	fe_red_geobacter
unbinned	IJDLJFPM_77965	fe_red_geobacter
unbinned	IJDLJFPM_78132	fe_red_geobacter
unbinned	IJDLJFPM_78165	fe_red_geobacter
unbinned	IJDLJFPM_78191	fe_red_geobacter
unbinned	IJDLJFPM_78377	fe_red_geobacter
unbinned	IJDLJFPM_78633	fe_red_geobacter
unbinned	IJDLJFPM_78755	fe_red_geobacter
unbinned	IJDLJFPM_78987	fe_red_geobacter
unbinned	IJDLJFPM_79612	fe_red_geobacter
unbinned	IJDLJFPM_80282	fe_red_geobacter
unbinned	IJDLJFPM_80406	fe_red_geobacter
unbinned	IJDLJFPM_80486	fe_red_geobacter
unbinned	IJDLJFPM_80594	fe_red_geobacter
unbinned	IJDLJFPM_80738	fe_red_geobacter
unbinned	IJDLJFPM_80784	fe_red_geobacter
unbinned	IJDLJFPM_80791	fe_red_geobacter
unbinned	IJDLJFPM_81167	fe_red_geobacter
unbinned	IJDLJFPM_81175	fe_red_geobacter
unbinned	IJDLJFPM_81493	fe_red_geobacter
unbinned	IJDLJFPM_81556	fe_red_geobacter
unbinned	IJDLJFPM_81629	fe_red_geobacter
unbinned	IJDLJFPM_81700	fe_red_geobacter
unbinned	IJDLJFPM_81927	fe_red_geobacter
unbinned	IJDLJFPM_82205	fe_red_geobacter
unbinned	IJDLJFPM_82270	fe_red_geobacter
unbinned	IJDLJFPM_82389	fe_red_geobacter
unbinned	IJDLJFPM_82393	fe_red_geobacter
unbinned	IJDLJFPM_82511	fe_red_geobacter
unbinned	IJDLJFPM_82532	fe_red_geobacter
unbinned	IJDLJFPM_82541	fe_red_geobacter
unbinned	IJDLJFPM_82548	fe_red_geobacter
unbinned	IJDLJFPM_82603	fe_red_geobacter
unbinned	IJDLJFPM_82623	fe_red_geobacter
